Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spend_Score,Spend_Binary
04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Beauty & Personal Care,88.4,5,In-Store,5,2,0.0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,5/26/2024,True,False,Need-based,No Preference,4,442.0,Not_High
27-613-5005,29,Male,Middle,Widowed,Master's,High,Office Supplies,430.9,8,Online,4,5,1.0,High,Not Sensitive,0,6,None,Tablet,Credit Card,6/6/24,False,False,Wants-based,Standard,11,3447.2,High
49-825-3438,50,Male,High,Widowed,High School,High,Mobile Accessories,435.23,2,In-Store,2,4,0.0,None,Somewhat Sensitive,2,2,Medium,Smartphone,Cash,2/27/2024,False,True,Impulsive,Express,13,870.46,Not_High
31-783-9785,19,Female,High,Divorced,Master's,Middle,Toys & Games,218.65,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4,655.95,Not_High
58-059-8187,27,Male,High,Widowed,High School,Middle,Health Supplements,207.66,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,7/8/24,False,True,Wants-based,Standard,8,2076.6,Not_High
74-882-6648,34,Female,High,Married,High School,High,Arts & Crafts,141.09,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1,987.63,Not_High
03-180-9200,39,Male,High,Divorced,Bachelor's,Middle,Packages),142.7,6,In-Store,3,2,1.0,None,Very Sensitive,0,4,None,Desktop,Credit Card,5/17/2024,False,True,Impulsive,No Preference,11,856.1999999999999,Not_High
46-578-1425,44,Male,High,Divorced,Master's,High,Animal Feed,64.09,10,Online,5,5,0.0,None,Somewhat Sensitive,0,6,Low,Desktop,Credit Card,10/20/2024,True,False,Need-based,Express,7,640.9000000000001,Not_High
13-588-5783,20,Female,Middle,Married,High School,Middle,Toys & Games,126.26,2,Online,4,5,1.0,None,Somewhat Sensitive,1,6,None,Smartphone,Debit Card,9/19/2024,True,False,Planned,Standard,13,252.52,Not_High
25-085-7917,42,Female,Middle,Single,High School,High,Hotels,195.05,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11,975.25,Not_High
66-085-1226,22,Female,Middle,Married,Master's,High,Groceries,432.84,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2/5/24,False,False,Wants-based,No Preference,4,3029.8799999999997,High
37-037-1765,30,Male,High,Married,Bachelor's,Middle,Jewelry & Accessories,404.12,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,Express,11,2424.7200000000003,Not_High
48-630-6410,39,Male,High,Divorced,Master's,High,Groceries,438.26,10,In-Store,3,4,1.0,None,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,7/4/24,True,False,Planned,Express,10,4382.6,High
50-471-0212,19,Female,High,Single,Bachelor's,High,Jewelry & Accessories,233.02,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8,932.08,Not_High
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,Packages),273.41,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2,1913.8700000000001,Not_High
15-152-9751,21,Female,High,Married,High School,Middle,Furniture,338.96,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,11/4/24,True,True,Wants-based,Standard,4,3389.6,High
23-451-9920,37,Male,Middle,Divorced,Master's,High,Luxury Goods,75.91,12,Mixed,3,5,2.0,Low,Very Sensitive,0,6,None,Desktop,PayPal,11/21/2024,True,True,Planned,No Preference,1,910.92,Not_High
09-775-4058,23,Male,High,Married,High School,High,Mobile Accessories,425.21,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12,5102.5199999999995,High
43-595-0966,46,Male,Middle,Married,Master's,Middle,Software & Apps,268.8,2,In-Store,1,3,0.0,High,Very Sensitive,1,7,None,Desktop,Debit Card,4/20/2024,False,False,Need-based,Standard,12,537.6,Not_High
56-592-0089,35,Female,Middle,Divorced,Master's,High,Health Care,170.71,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,4/14/2024,True,True,Planned,No Preference,7,1707.1000000000001,Not_High
29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Animal Feed,444.05,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,6/4/24,True,True,Wants-based,Standard,8,4440.5,High
80-728-6133,47,Male,Middle,Divorced,High School,Middle,Gardening & Outdoors,255.1,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,14,1275.5,Not_High
58-502-7490,32,Male,High,Widowed,Bachelor's,High,Health Supplements,236.44,6,Mixed,4,4,0.0,Medium,Very Sensitive,2,2,None,Smartphone,PayPal,5/15/2024,False,False,Impulsive,Standard,6,1418.6399999999999,Not_High
23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Furniture,201.69,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,7/19/2024,True,False,Planned,No Preference,3,2218.59,Not_High
22-483-3115,37,Female,High,Single,Bachelor's,Middle,Arts & Crafts,390.51,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,4/15/2024,False,False,Wants-based,Express,6,2343.06,Not_High
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Clothing,442.29,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,9/11/24,False,False,Planned,Express,13,3980.61,High
37-283-9076,18,Female,Middle,Single,High School,High,Furniture,89.6,7,In-Store,5,3,2.0,None,Not Sensitive,1,5,Low,Desktop,Cash,3/10/24,False,False,Planned,Standard,8,627.1999999999999,Not_High
39-075-3518,27,Male,Middle,Widowed,High School,High,Sports & Outdoors,166.74,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1,1000.44,Not_High
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Mobile Accessories,299.28,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3,3591.3599999999997,High
75-964-5589,24,Male,High,Widowed,Master's,High,Sports & Outdoors,404.57,5,Mixed,4,3,0.0,Medium,Not Sensitive,2,7,None,Smartphone,Debit Card,8/31/2024,False,True,Need-based,Express,14,2022.85,Not_High
06-594-3417,27,Male,High,Single,Bachelor's,High,Software & Apps,344.81,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14,3448.1,High
08-297-3351,34,Male,High,Single,Master's,High,Health Care,217.84,10,Online,2,2,2.0,None,Very Sensitive,0,8,High,Tablet,Cash,1/16/2024,True,True,Wants-based,Standard,11,2178.4,Not_High
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Sports & Outdoors,445.34,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,3/4/24,True,True,Impulsive,No Preference,3,4008.06,High
79-759-6726,18,Male,High,Widowed,High School,High,Home Appliances,151.73,3,In-Store,2,4,1.0,Medium,Very Sensitive,1,3,None,Smartphone,Other,9/24/2024,False,True,Wants-based,Express,11,455.18999999999994,Not_High
12-851-1771,50,Bigender,High,Married,High School,High,Electronics,123.73,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,10/7/24,False,True,Need-based,No Preference,10,1113.57,Not_High
79-960-1714,31,Male,Middle,Single,Master's,High,Travel & Leisure (Flights,370.54,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,7,741.08,Not_High
30-417-6981,45,Male,High,Married,Master's,High,Baby Products,152.87,3,In-Store,1,5,2.0,High,Very Sensitive,1,8,None,Tablet,Debit Card,8/20/2024,False,False,Impulsive,Express,11,458.61,Not_High
91-532-5399,29,Male,Middle,Single,Master's,Middle,Health Supplements,295.75,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,12/7/24,True,True,Need-based,Standard,8,1183.0,Not_High
89-997-9041,36,Male,High,Widowed,High School,Middle,Office Supplies,358.11,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,9/3/24,False,False,Need-based,Standard,11,3939.21,High
26-235-6745,27,Female,High,Widowed,Master's,High,Jewelry & Accessories,63.6,12,Mixed,5,1,0.0,High,Not Sensitive,2,1,None,Desktop,PayPal,2/9/24,False,True,Wants-based,No Preference,6,763.2,Not_High
99-080-9462,24,Male,High,Single,High School,Middle,Books,419.53,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,3/27/2024,False,False,Wants-based,Express,6,1258.59,Not_High
87-056-8987,49,Agender,High,Widowed,High School,Middle,Groceries,491.92,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,12/29/2024,False,False,Wants-based,Standard,2,4919.2,High
06-160-8063,21,Bigender,Middle,Divorced,High School,High,Sports & Outdoors,114.44,4,Online,5,3,2.0,Low,Not Sensitive,1,9,None,Desktop,Credit Card,10/20/2024,False,False,Planned,Express,1,457.76,Not_High
73-434-2308,19,Female,Middle,Married,Master's,High,Mobile Accessories,388.82,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,9/3/24,False,False,Need-based,No Preference,6,3888.2,High
84-260-6464,23,Female,Middle,Married,Bachelor's,High,Mobile Accessories,58.32,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,3/13/2024,True,True,Need-based,Standard,8,408.24,Not_High
00-149-4481,28,Female,High,Divorced,Master's,High,Groceries,464.76,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2/4/24,False,True,Need-based,No Preference,3,929.52,Not_High
05-710-6109,27,Female,High,Divorced,Master's,High,Home Appliances,116.92,7,Mixed,2,3,2.0,None,Very Sensitive,2,3,Low,Desktop,Debit Card,3/31/2024,True,False,Impulsive,No Preference,14,818.44,Not_High
84-724-8407,47,Female,High,Divorced,Bachelor's,Middle,Jewelry & Accessories,396.76,8,Online,3,3,1.0,None,Very Sensitive,2,4,High,Tablet,Cash,7/17/2024,True,True,Planned,Express,8,3174.08,High
45-795-1873,20,Agender,High,Widowed,Master's,Middle,Packages),393.35,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,6/16/2024,True,True,Need-based,No Preference,12,2753.4500000000003,Not_High
06-647-3248,26,Female,High,Single,Master's,High,Electronics,114.03,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,6,798.21,Not_High
06-767-5206,49,Male,High,Single,Bachelor's,Middle,Health Supplements,109.97,4,In-Store,4,4,1.0,None,Very Sensitive,1,5,None,Tablet,Credit Card,8/12/24,True,False,Wants-based,No Preference,1,439.88,Not_High
94-288-4423,39,Female,High,Widowed,Master's,High,Beauty & Personal Care,310.23,12,In-Store,1,4,0.0,None,Somewhat Sensitive,0,6,None,Desktop,PayPal,12/17/2024,True,False,Impulsive,Express,3,3722.76,High
49-891-9711,22,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,383.13,3,Mixed,4,5,0.0,Medium,Not Sensitive,2,6,None,Desktop,Cash,9/25/2024,False,False,Need-based,No Preference,7,1149.3899999999999,Not_High
08-806-0588,25,Male,High,Single,High School,Middle,Health Supplements,434.86,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive,Express,11,4783.46,High
94-746-2001,30,Female,Middle,Married,Bachelor's,Middle,Office Supplies,489.1,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,11/18/2024,True,False,Need-based,Standard,13,4401.900000000001,High
38-943-5744,19,Polygender,High,Married,Bachelor's,High,Jewelry & Accessories,288.15,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,8/6/24,True,False,Impulsive,Standard,13,864.4499999999999,Not_High
98-535-8497,35,Male,High,Divorced,Master's,Middle,Clothing,105.87,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4,1270.44,Not_High
33-243-8793,45,Male,Middle,Widowed,High School,High,Luxury Goods,163.4,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,7/8/24,True,False,Planned,Standard,7,490.20000000000005,Not_High
99-581-5577,20,Male,High,Single,High School,High,Gardening & Outdoors,422.92,6,Mixed,4,1,2.0,None,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,10/17/2024,False,True,Planned,No Preference,6,2537.52,Not_High
64-180-2404,48,Male,Middle,Divorced,High School,High,Gardening & Outdoors,361.48,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,6/16/2024,True,True,Wants-based,Express,13,3614.8,High
73-097-0986,23,Male,Middle,Single,Master's,High,Hotels,270.82,2,In-Store,4,2,0.0,None,Somewhat Sensitive,1,8,Low,Tablet,Other,10/30/2024,True,False,Wants-based,Standard,13,541.64,Not_High
88-051-0567,49,Female,High,Widowed,High School,High,Toys & Games,372.26,11,In-Store,1,5,2.0,None,Very Sensitive,1,8,High,Smartphone,PayPal,8/13/2024,False,True,Wants-based,Express,6,4094.8599999999997,High
44-715-9594,23,Female,Middle,Widowed,Bachelor's,High,Electronics,208.59,3,Mixed,1,1,2.0,Medium,Somewhat Sensitive,0,4,None,Desktop,PayPal,9/3/24,True,False,Impulsive,Express,1,625.77,Not_High
84-188-6577,39,Male,Middle,Widowed,High School,High,Gardening & Outdoors,163.22,8,Online,5,3,0.0,High,Somewhat Sensitive,1,3,None,Smartphone,PayPal,7/1/24,False,True,Wants-based,No Preference,8,1305.76,Not_High
19-116-4723,45,Male,High,Married,High School,High,Animal Feed,364.98,7,In-Store,4,1,0.0,Low,Very Sensitive,0,1,None,Desktop,Cash,5/11/24,True,False,Wants-based,Standard,8,2554.86,Not_High
21-783-9242,31,Genderqueer,High,Divorced,Master's,High,Groceries,142.43,3,In-Store,2,5,2.0,High,Very Sensitive,1,9,None,Desktop,PayPal,9/28/2024,True,False,Planned,Express,8,427.29,Not_High
95-528-2313,19,Female,Middle,Married,Bachelor's,High,Electronics,449.72,3,Mixed,3,3,0.0,High,Somewhat Sensitive,1,9,None,Smartphone,Other,2/18/2024,True,True,Wants-based,Express,3,1349.16,Not_High
94-682-4886,27,Male,Middle,Single,Bachelor's,High,Gardening & Outdoors,241.56,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,11/28/2024,True,False,Need-based,Express,2,2898.7200000000003,Not_High
55-944-9669,32,Bigender,Middle,Divorced,Master's,High,Clothing,249.73,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,11/15/2024,True,False,Wants-based,No Preference,1,1248.6499999999999,Not_High
32-314-2958,24,Male,Middle,Married,Master's,High,Home Appliances,437.3,7,Mixed,2,4,0.0,High,Somewhat Sensitive,0,7,None,Tablet,Cash,7/24/2024,True,True,Impulsive,No Preference,1,3061.1,High
67-697-2331,22,Male,Middle,Married,Master's,High,Groceries,277.29,4,Mixed,1,4,1.0,None,Somewhat Sensitive,2,8,Low,Smartphone,Credit Card,1/27/2024,True,True,Wants-based,No Preference,4,1109.16,Not_High
28-855-1639,46,Male,High,Single,High School,Middle,Electronics,445.93,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13,2675.58,Not_High
38-069-8615,37,Female,Middle,Married,Bachelor's,Middle,Software & Apps,242.79,6,Mixed,2,4,0.0,High,Somewhat Sensitive,1,7,None,Smartphone,Other,1/20/2024,True,False,Impulsive,Express,7,1456.74,Not_High
58-233-5963,34,Male,High,Single,Bachelor's,High,Travel & Leisure (Flights,393.09,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,4/11/24,False,True,Planned,Standard,1,3144.72,High
02-004-0620,32,Male,Middle,Single,Master's,High,Groceries,167.61,2,Online,3,5,1.0,None,Not Sensitive,2,2,Low,Desktop,Other,11/10/24,True,False,Need-based,No Preference,13,335.22,Not_High
78-822-9328,44,Male,High,Divorced,High School,Middle,Gardening & Outdoors,324.22,2,In-Store,4,2,0.0,None,Somewhat Sensitive,1,6,Medium,Desktop,PayPal,4/18/2024,False,False,Wants-based,Express,14,648.44,Not_High
73-359-1998,24,Female,Middle,Divorced,Bachelor's,Middle,Mobile Accessories,159.3,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,4/24/2024,False,True,Impulsive,Express,2,1752.3000000000002,Not_High
84-459-7736,22,Genderqueer,Middle,Widowed,Master's,Middle,Luxury Goods,324.39,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,11/19/2024,True,False,Need-based,Express,1,1621.9499999999998,Not_High
07-395-5818,37,Agender,High,Single,High School,High,Clothing,198.89,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,1/12/24,False,False,Impulsive,Standard,1,397.78,Not_High
07-560-6637,41,Female,Middle,Divorced,Master's,High,Clothing,287.18,7,In-Store,4,5,0.0,None,Not Sensitive,0,1,None,Tablet,Debit Card,3/11/24,True,False,Planned,No Preference,8,2010.26,Not_High
61-926-1691,32,Male,High,Divorced,High School,Middle,Office Supplies,162.24,7,In-Store,5,3,1.0,None,Very Sensitive,2,6,Low,Smartphone,PayPal,10/11/24,False,False,Wants-based,Express,7,1135.68,Not_High
68-129-1060,37,Female,High,Divorced,Bachelor's,High,Arts & Crafts,92.97,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,12/15/2024,False,True,Impulsive,Standard,7,557.8199999999999,Not_High
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Food & Beverages,144.39,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,6/11/24,True,True,Impulsive,Standard,12,1732.6799999999998,Not_High
41-215-6092,37,Female,High,Single,High School,High,Books,253.37,12,In-Store,2,5,0.0,None,Very Sensitive,0,9,Low,Tablet,Credit Card,5/8/24,False,True,Planned,Express,6,3040.44,High
89-833-7175,43,Male,Middle,Widowed,High School,High,Animal Feed,209.62,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,10/12/24,True,False,Planned,Standard,9,2515.44,Not_High
08-117-9893,49,Male,High,Single,High School,Middle,Baby Products,411.62,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,10/5/24,True,False,Wants-based,Express,12,2469.7200000000003,Not_High
24-109-2173,27,Female,High,Single,Bachelor's,High,Food & Beverages,388.01,2,Online,1,5,1.0,High,Very Sensitive,1,2,None,Tablet,PayPal,11/19/2024,False,True,Wants-based,Standard,10,776.02,Not_High
79-939-2140,41,Male,Middle,Widowed,High School,High,Health Care,50.78,6,Online,5,1,1.0,Low,Somewhat Sensitive,1,8,None,Tablet,Debit Card,1/12/24,False,True,Need-based,Standard,9,304.68,Not_High
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Packages),159.82,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,12/9/24,True,True,Planned,No Preference,10,319.64,Not_High
64-799-3174,46,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,79.43,3,In-Store,1,5,0.0,Medium,Somewhat Sensitive,2,7,None,Smartphone,PayPal,1/15/2024,False,False,Wants-based,No Preference,6,238.29000000000002,Not_High
27-018-2262,42,Female,Middle,Married,Bachelor's,Middle,Travel & Leisure (Flights,131.36,4,In-Store,4,4,2.0,None,Somewhat Sensitive,1,6,High,Smartphone,Debit Card,11/21/2024,False,False,Wants-based,Express,3,525.44,Not_High
38-881-0766,27,Male,Middle,Widowed,High School,Middle,Beauty & Personal Care,299.75,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,7/5/24,False,True,Need-based,No Preference,7,3597.0,High
17-344-8603,29,Male,High,Divorced,Bachelor's,Middle,Animal Feed,319.38,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,11/15/2024,True,True,Need-based,No Preference,8,2874.42,Not_High
51-387-9144,38,Male,High,Single,Master's,Middle,Electronics,476.48,8,Online,5,2,1.0,None,Somewhat Sensitive,2,10,High,Desktop,PayPal,7/6/24,False,True,Impulsive,Express,3,3811.84,High
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Gardening & Outdoors,301.01,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13,2709.09,Not_High
69-157-6752,18,Male,Middle,Single,Bachelor's,Middle,Electronics,378.71,5,Online,4,1,2.0,Medium,Somewhat Sensitive,2,5,None,Desktop,Other,8/30/2024,True,True,Planned,Express,14,1893.55,Not_High
27-843-5553,44,Non-binary,Middle,Single,Bachelor's,Middle,Mobile Accessories,314.32,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7,1885.92,Not_High
04-468-5487,22,Male,Middle,Married,High School,High,Office Supplies,210.9,12,In-Store,2,1,2.0,None,Somewhat Sensitive,1,1,None,Tablet,Debit Card,8/17/2024,False,False,Impulsive,Standard,12,2530.8,Not_High
08-584-8296,18,Female,Middle,Divorced,High School,High,Food & Beverages,218.26,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,12,873.04,Not_High
81-014-4502,24,Female,Middle,Widowed,Master's,Middle,Animal Feed,424.18,5,Mixed,4,4,1.0,None,Not Sensitive,2,4,Medium,Smartphone,Debit Card,2/14/2024,False,True,Need-based,Express,5,2120.9,Not_High
65-167-9819,28,Male,High,Divorced,High School,Middle,Luxury Goods,430.75,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,6/24/2024,True,False,Planned,No Preference,6,4738.25,High
19-925-2376,24,Male,High,Single,Bachelor's,Middle,Mobile Accessories,162.95,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,7/21/2024,False,True,Impulsive,Express,14,1792.4499999999998,Not_High
03-669-7519,40,Female,Middle,Married,Master's,High,Health Supplements,209.68,2,Online,3,1,1.0,None,Not Sensitive,0,1,Medium,Smartphone,Other,6/30/2024,False,True,Impulsive,Express,8,419.36,Not_High
00-520-4376,50,Male,High,Widowed,Bachelor's,Middle,Beauty & Personal Care,97.97,2,In-Store,5,5,1.0,Low,Somewhat Sensitive,0,10,None,Desktop,Credit Card,10/3/24,True,False,Planned,No Preference,1,195.94,Not_High
62-701-1037,49,Male,Middle,Widowed,Master's,High,Books,192.51,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,9,1732.59,Not_High
87-806-4478,35,Male,Middle,Widowed,Master's,Middle,Electronics,151.81,8,Online,3,4,0.0,Medium,Not Sensitive,1,10,None,Tablet,Debit Card,1/13/2024,False,False,Planned,No Preference,1,1214.48,Not_High
04-809-8989,25,Female,High,Married,High School,Middle,Furniture,239.28,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,11/8/24,False,True,Impulsive,No Preference,10,1914.24,Not_High
39-867-1989,40,Female,High,Widowed,High School,High,Mobile Accessories,306.17,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,1/29/2024,False,True,Wants-based,Express,8,1224.68,Not_High
45-584-7333,40,Female,High,Widowed,Master's,High,Electronics,370.38,11,In-Store,1,2,1.0,None,Not Sensitive,1,1,High,Desktop,Other,3/4/24,True,True,Wants-based,No Preference,9,4074.18,High
85-885-6579,50,Male,Middle,Single,Bachelor's,Middle,Arts & Crafts,346.58,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,6/3/24,False,False,Impulsive,Express,7,2079.48,Not_High
65-457-2840,24,Male,Middle,Single,High School,Middle,Software & Apps,292.64,5,In-Store,1,1,1.0,None,Somewhat Sensitive,2,10,Medium,Tablet,Credit Card,12/6/24,True,False,Wants-based,Standard,1,1463.1999999999998,Not_High
82-726-1255,30,Female,Middle,Married,Bachelor's,High,Travel & Leisure (Flights,102.91,12,Mixed,2,1,1.0,Medium,Very Sensitive,1,10,None,Desktop,PayPal,3/26/2024,True,False,Impulsive,Express,13,1234.92,Not_High
90-602-3583,32,Female,High,Widowed,Bachelor's,Middle,Home Appliances,283.78,4,Mixed,2,4,1.2,None,Somewhat Sensitive,0,6,None,Smartphone,Debit Card,8/9/24,True,False,Need-based,Express,10,1135.12,Not_High
02-711-1034,48,Female,High,Widowed,High School,Middle,Beauty & Personal Care,51.44,2,In-Store,1,3,2.0,High,Not Sensitive,0,1,High,Tablet,Other,5/17/2024,True,False,Planned,No Preference,5,102.88,Not_High
27-347-7437,44,Female,High,Married,Bachelor's,High,Luxury Goods,405.7,12,Online,1,3,1.0,Low,Very Sensitive,2,10,Low,Tablet,Credit Card,2/17/2024,True,True,Wants-based,Standard,14,4868.4,High
95-675-7816,19,Female,High,Widowed,Master's,Middle,Groceries,311.74,11,Mixed,1,4,2.0,Low,Somewhat Sensitive,2,10,Medium,Smartphone,PayPal,1/17/2024,True,False,Impulsive,Express,11,3429.1400000000003,High
87-418-1400,39,Male,Middle,Widowed,Bachelor's,High,Clothing,293.43,9,In-Store,4,4,1.0,Medium,Very Sensitive,0,5,None,Desktop,Cash,7/5/24,False,True,Need-based,Standard,7,2640.87,Not_High
73-991-0066,35,Female,High,Single,Bachelor's,Middle,Baby Products,418.51,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,5/1/24,False,True,Need-based,Standard,3,2511.06,Not_High
62-273-8089,39,Male,Middle,Single,Master's,Middle,Health Care,85.03,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,10/6/24,True,True,Wants-based,Express,8,765.27,Not_High
51-220-3072,31,Male,Middle,Married,Master's,High,Mobile Accessories,164.94,4,In-Store,4,4,2.0,High,Somewhat Sensitive,2,2,Low,Desktop,PayPal,7/18/2024,True,True,Wants-based,Express,6,659.76,Not_High
17-648-0171,38,Female,High,Widowed,Bachelor's,Middle,Groceries,89.32,11,Online,1,1,0.3,Low,Somewhat Sensitive,1,3,High,Desktop,Other,4/23/2024,True,False,Wants-based,No Preference,12,982.52,Not_High
